NZ_HF572917.1;562;Escherichia coli;5443340;3383;5;2;3;0;0;2;3;0;0;1;2;2;1;0
NC_017027.1;1132496;Pasteurella multocida subsp. multocida str. HN06;2407578;1563;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_CP009847.1;670;Vibrio parahaemolyticus;5171661;3214;4;4;0;0;0;3;1;0;0;1;4;0;0;0
NC_016516.1;1114966;Propionibacterium acnes TypeIA2 P.acn33;2489623;1579;2;2;0;0;0;1;0;1;0;0;2;0;0;0
NC_014925.1;937773;Staphylococcus pseudintermedius HKU10-03;2617381;1631;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_014318.1;749927;Amycolatopsis mediterranei U32;10236715;6655;3;3;0;0;0;3;0;0;0;0;0;0;0;0
NZ_CP007806.1;1042163;Brevibacillus laterosporus LMG 15441;5153859;3387;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NZ_LN774769.1;297352;Lactococcus piscium MKFS47;2503066;1546;2;2;0;0;0;2;0;0;0;0;0;0;0;0
NZ_CP012370.1;1525;Moorella thermoacetica;2623349;1698;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_022529.1;1347340;Campylobacter jejuni 4031;1669329;1073;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_022196.1;469604;Fusobacterium nucleatum subsp. vincentii 3_1_36A2;2268272;1507;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_018527.1;1229785;Burkholderia pseudomallei BPC006;7155061;4684;2;2;0;0;0;0;2;0;0;1;2;0;0;0
NC_017214.1;552531;Bifidobacterium animalis subsp. lactis BB-12;1942198;1274;1;1;0;0;0;1;0;0;0;0;1;0;0;0
NC_014494.1;574093;Streptococcus pneumoniae AP200;2130580;1369;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NC_017904.1;1168287;Mycobacterium sp. MOTT36Y;5613626;3605;3;2;0;1;0;0;2;1;0;0;1;0;1;0
NZ_CP011572.1;550;Enterobacter cloacae;5006987;3096;2;2;0;0;0;2;0;0;0;0;1;0;1;0
NZ_CP009298.1;360118;Burkholderia pseudomallei 406e;7271506;4787;5;4;0;0;0;3;1;0;0;1;4;0;0;0
NC_018937.1;1234365;Helicobacter pylori Rif1;1667883;1097;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_017251.1;204722;Brucella suis 1330;3315163;2077;1;1;0;0;0;0;0;0;0;0;1;0;0;0
NC_012440.1;123214;Persephonella marina EX-H1;1983966;1280;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_010943.1;522373;Stenotrophomonas maltophilia K279a;4851126;3054;4;3;0;1;0;3;0;1;0;1;4;0;0;0
NZ_CP006758.1;1345705;Yersinia pestis 1522;4738644;3091;4;4;0;0;0;0;4;0;0;0;4;0;0;0
NZ_CP011246.1;358;Agrobacterium tumefaciens;5668655;3645;6;6;0;0;0;5;1;0;0;1;6;0;0;0
NZ_CP010409.1;56458;Xanthomonas sacchari;5006106;3095;4;4;0;0;0;4;0;0;0;0;0;0;1;0
NZ_CP006711.1;1385938;Bifidobacterium breve 12L;2244624;1458;2;2;0;0;0;1;1;0;0;0;2;0;0;0
NC_021878.1;1036172;Arcobacter butzleri 7h1h;2253233;1480;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_003062.2;176299;Agrobacterium fabrum str. C58;5674258;3670;8;8;0;0;0;7;1;0;0;1;8;0;0;0
NZ_CP009503.1;1434103;Methanosarcina sp. WWM596;4137337;2676;3;2;0;0;0;0;2;0;0;0;1;0;0;0
NC_010280.2;471473;Chlamydia trachomatis L2b/UCH-1/proctitis;1038863;672;1;1;0;0;0;1;0;0;0;0;1;0;0;0
NC_015930.1;420889;Lactococcus garvieae ATCC 49156;1950135;1238;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_007333.1;269800;Thermobifida fusca YX;3642249;2245;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_004070.1;198466;Streptococcus pyogenes MGAS315;1900521;1237;2;2;0;0;0;1;1;0;0;0;2;0;0;0
NZ_CP009428.1;189426;Paenibacillus odorifer;6812473;4185;3;3;0;0;0;3;0;0;0;0;1;0;0;0
NZ_CP012559.1;1074467;Lactobacillus heilongjiangensis;2790548;1697;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NC_017617.1;423211;Streptococcus suis GZ1;2038034;1295;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP010907.1;1235990;Candidatus Pantoea carbekii;1196948;799;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_017525.1;1081094;Legionella pneumophila subsp. pneumophila str. Hextuple_2q;2682626;1712;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NZ_CP007584.1;1454585;Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735;4844415;3151;2;2;0;0;0;2;0;0;0;0;2;0;0;0
NC_012673.1;360911;Exiguobacterium sp. AT1b;2999895;1905;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_013441.1;526226;Gordonia bronchialis DSM 43247;5290012;3415;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NC_021351.1;1232381;Corynebacterium glutamicum SCgG1;3350620;2199;2;2;0;0;0;1;1;0;0;0;2;0;0;0
NZ_AP014565.1;996633;Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553;5184452;3379;4;4;0;0;0;3;1;0;0;0;4;0;0;0
NC_009436.1;399742;Enterobacter sp. 638;4676461;3017;2;2;0;0;0;2;0;0;0;0;0;0;0;0
NZ_AP014683.1;1469502;Burkholderiales bacterium GJ-E10;3276549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_008531.1;203120;Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293;2075763;1278;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_011852.1;557723;Haemophilus parasuis SH0165;2269156;1414;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NC_002505.1;243277;Vibrio cholerae O1 biovar El Tor str. N16961;4033464;2629;4;4;0;0;0;4;0;0;0;0;4;0;0;0
NZ_CP009751.1;743277;Bordetella pertussis B1917;4102186;2621;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_004061.1;198804;Buchnera aphidicola str. Sg (Schizaphis graminum);641454;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_010117.1;360115;Coxiella burnetii RSA 331;2053744;1337;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_017954.1;1184251;Thermogladius cellulolyticus 1633;1356318;855;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_015945.1;886377;Muricauda ruestringensis DSM 13258;3842422;2497;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_011831.1;326427;Chloroflexus aggregans DSM 9485;4684931;3036;5;4;0;0;0;4;0;0;0;1;5;0;0;0
NZ_CP008711.1;13373;Burkholderia mallei;5647769;3644;3;3;0;0;0;0;2;0;1;0;3;0;0;0
NC_002607.1;64091;Halobacterium sp. NRC-1;2571010;1675;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_014006.1;452662;Sphingobium japonicum UT26S;4424862;2818;4;4;0;0;0;3;1;0;0;1;4;0;0;0
NC_018013.1;746697;Aequorivita sublithincola DSM 14238;3520671;2288;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NZ_CP011295.1;1833;Rhodococcus erythropolis;6865205;4436;3;2;0;0;0;2;0;0;0;0;2;0;0;0
NC_015663.1;1028307;Enterobacter aerogenes KCTC 2190;5280350;3433;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP010850.1;29461;Brucella suis;3315086;2071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP011618.1;571;Klebsiella oxytoca;6673117;4321;4;3;0;0;0;3;0;0;0;0;0;1;0;0
NC_007297.2;293653;Streptococcus pyogenes MGAS5005;1838562;1186;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_016811.1;933093;Legionella pneumophila subsp. pneumophila ATCC 43290;3359001;2230;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_018491.1;1217984;Bacillus cereus FRI-35;5382319;3460;4;3;0;0;0;2;1;0;0;0;3;0;0;0
NZ_CP012372.1;543737;Francisella tularensis subsp. tularensis MA00-2987;1892645;1272;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP009524.1;1434099;Methanosarcina sp. Kolksee;4553495;2833;4;4;0;0;0;2;2;0;0;0;0;0;0;0
NC_017763.1;1074252;Staphylococcus aureus subsp. aureus HO 5096 0412;2832299;1763;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NZ_CP007055.1;797299;Halostagnicola larsenii XH-48;4131176;2546;3;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_016633.1;158190;Sphaerochaeta pleomorpha str. Grapes;3590853;2321;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NC_013406.1;481743;Paenibacillus sp. Y412MC10;7121665;4588;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NC_015311.1;767031;Prevotella denticola F0289;2937589;1819;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_LN794158.1;1581680;Candidatus Methylopumilus turicensis;1754988;1186;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_CP011956.1;129394;Xanthomonas oryzae pv. oryzicola;4790622;3124;4;3;0;0;0;3;0;0;0;0;4;0;0;0
NC_005364.2;272632;Mycoplasma mycoides subsp. mycoides SC str. PG1;1211703;804;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NZ_CP009613.1;319705;Mycobacterium abscessus subsp. bolletii;5049258;3221;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NZ_CP007477.1;1249654;Ehrlichia chaffeensis str. Osceola;1175197;717;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP010539.1;1213463;Mycoplasma pneumoniae 19294;817313;515;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_017279.1;567106;Campylobacter jejuni subsp. jejuni IA3902;1672219;1048;3;3;0;0;0;2;1;0;0;0;3;0;0;0
NC_017238.1;390236;Borrelia afzelii PKo;1404288;913;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_008596.1;246196;Mycobacterium smegmatis str. MC2 155;6988209;4496;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP009042.1;686;Vibrio cholerae O1 biovar El Tor;4091935;2650;4;4;0;0;0;4;0;0;0;0;4;0;0;0
NC_002528.1;107806;Buchnera aphidicola str. APS (Acyrthosiphon pisum);655725;415;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_022606.1;1266845;Carnobacterium inhibens subsp. gilichinskyi;2497115;1536;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP010890.1;1280;Staphylococcus aureus;2810810;1731;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP013334.1;1307444;Fusobacterium hwasookii ChDC F300;2527063;1603;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_013162.1;521097;Capnocytophaga ochracea DSM 7271;2612925;1699;2;2;0;0;0;1;1;0;0;1;2;0;0;0
NC_009523.1;357808;Roseiflexus sp. RS-1;5801598;3733;7;6;0;0;0;6;0;0;0;1;6;0;0;0
NZ_CP007666.1;261591;Bacillus anthracis str. Vollum;5506189;3525;8;8;0;0;0;0;8;0;0;1;8;0;0;0
NC_009954.1;397948;Caldivirga maquilingensis IC-167;2077567;1299;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_010742.1;430066;Brucella abortus S19;3283936;2098;3;3;0;0;0;0;0;0;1;1;3;0;0;0
NZ_CP009464.1;1392;Bacillus anthracis;5505665;3536;3;3;0;0;0;0;3;0;0;1;3;0;0;0
NC_017080.1;1142394;Phycisphaera mikurensis NBRC 102666;3884382;2470;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_008817.1;167542;Prochlorococcus marinus str. MIT 9515;1704176;1123;3;3;0;0;0;3;0;0;0;0;2;0;0;0
NZ_CP008921.1;1214179;Streptococcus suis 6407;2292360;1460;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_LN868200.1;470;Acinetobacter baumannii;3819158;2446;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NZ_CP007067.1;1033991;Rhizobium leguminosarum bv. trifolii CB782;6703653;4146;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NZ_CP006692.1;1382510;Salmonella bongori serovar 48:z41:-- str. RKS3044;4394500;2884;1;1;0;0;0;0;1;0;0;1;1;0;0;0
NC_014625.1;880591;Ketogulonicigenium vulgare Y25;3288404;2082;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_014125.1;423212;Legionella pneumophila 2300/99 Alcoy;3516334;2238;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_002944.2;262316;Mycobacterium avium subsp. paratuberculosis K-10;4829781;3181;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NZ_CP010954.1;484429;Sphingobium sp. YBL2;5427419;3378;5;4;0;0;0;4;0;0;0;0;0;0;0;0
NZ_CP009631.1;1449978;Burkholderia vietnamiensis LMG 10929;6930496;4470;8;8;0;0;0;2;3;2;0;1;8;0;0;0
NZ_CP011456.1;1647413;Anabaena sp. wa102;5782034;3702;6;6;0;0;0;5;1;0;0;0;4;0;0;0
NC_020945.1;1071773;Chlamydia trachomatis L2b/8200/07;1046364;682;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_017504.1;722438;Mycoplasma pneumoniae FH;811088;513;1;1;0;0;0;1;0;0;0;0;1;0;0;0
NZ_CP009607.1;1450527;Francisella tularensis subsp. novicida D9876;1870206;1211;3;3;0;0;0;2;1;0;0;0;3;0;0;0
NC_014391.1;644283;Micromonospora aurantiaca ATCC 27029;7025559;4573;6;6;0;0;0;3;3;0;0;1;6;0;0;0
NZ_CP009704.1;632;Yersinia pestis;4709246;2945;6;5;0;0;0;2;3;0;0;0;5;0;0;0
NZ_CP007420.1;1412458;Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100103;4735383;3078;5;5;0;0;0;5;0;0;0;1;5;0;0;0
NC_005043.1;182082;Chlamydophila pneumoniae TW-183;1225935;831;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_011999.1;458233;Macrococcus caseolyticus JCSC5402;2219737;1394;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_017094.1;1162668;Leptospirillum ferrooxidans C2-3;2559538;1626;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NZ_CP009092.1;149539;Salmonella enterica subsp. enterica serovar Enteritidis;4709890;3092;5;5;0;0;0;5;0;0;0;1;5;0;0;0
NC_017045.1;693978;Riemerella anatipestifer ATCC 11845 = DSM 15868;2164087;1464;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_021291.1;1260251;Spiribacter salinus M19-40;1739487;1141;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_021838.1;1639;Listeria monocytogenes;3091600;1944;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_017735.1;1163745;Helicobacter cetorum MIT 99-5656;1847790;1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_000922.1;115713;Chlamydophila pneumoniae CWL029;1230230;789;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_017621.1;1004952;Streptococcus suis D12;2183059;1410;1;1;0;0;0;1;0;0;0;0;1;0;0;0
NC_021659.1;1348660;Serratia plymuthica S13;5467306;3536;4;3;1;0;0;3;0;0;1;1;4;0;0;0
NC_002162.1;273119;Ureaplasma parvum serovar 3 str. ATCC 700970;751719;523;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_010322.1;76869;Pseudomonas putida GB-1;6078430;3974;5;5;0;0;0;5;0;0;0;1;5;0;0;0
NC_015722.1;696127;Candidatus Midichloria mitochondrii IricVA;1183732;728;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP007633.1;126738;Thermotoga sp. RQ7;1851618;1180;1;1;0;0;0;0;1;0;0;1;1;0;0;0
NC_022905.1;1423891;Brucella ceti TE10759-12;3278034;2119;3;3;0;0;0;0;0;0;0;0;3;0;0;0
NZ_CP012148.1;1597;Lactobacillus paracasei;3076437;2001;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_CP004117.1;1249662;Burkholderia thailandensis E444;6651696;4235;6;6;0;0;0;4;1;0;0;1;6;0;0;0
NC_018419.1;1199245;secondary endosymbiont of Ctenarytaina eucalypti;1441139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_012560.1;322710;Azotobacter vinelandii DJ;5365318;3444;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NZ_CP009706.1;1453496;Hafnia alvei FB1;4712721;2992;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_017249.1;1037409;Bradyrhizobium japonicum USDA 6;9207384;5859;8;8;0;0;0;7;1;0;0;1;7;0;0;0
NZ_CBVU010000001.1;1407064;Erwinia amylovora LA637;3869546;2419;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_008740.1;351348;Marinobacter hydrocarbonoclasticus VT8;4779762;2979;2;1;1;0;0;1;1;0;0;0;1;0;1;0
NZ_CP013106.1;1178482;Halomonas huangheensis;4757486;3120;6;6;0;0;0;6;0;0;0;1;6;0;0;0
NZ_CP012070.1;1658671;Arsenicicoccus sp. oral taxon 190;3525271;2301;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NZ_CP008852.1;484770;Pelosinus sp. UFO1;5115410;3247;4;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_008698.1;368408;Thermofilum pendens Hrk 5;1813393;1124;5;4;0;0;0;4;0;0;0;1;4;0;0;0
NC_011658.1;405534;Bacillus cereus AH187;5599857;3550;3;3;0;0;0;2;1;0;0;1;3;0;0;0
NC_017453.1;510831;Francisella tularensis subsp. tularensis NE061598;1892681;1231;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NC_014207.1;666681;Methylotenera versatilis 301;3059871;1972;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_020063.1;693444;Enterobacteriaceae bacterium strain FGI 57;4762179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_009901.1;398579;Shewanella pealeana ATCC 700345;5174581;3346;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_014830.1;710696;Intrasporangium calvum DSM 43043;4024382;2556;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP011051.1;1423;Bacillus subtilis;4031727;2540;4;4;0;0;0;3;1;0;0;1;4;0;0;0
NC_008346.1;335541;Syntrophomonas wolfei subsp. wolfei str. Goettingen G311;2936195;1817;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_021879.1;1184253;Anaplasma phagocytophilum str. HZ2;1477581;959;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_010994.1;491916;Rhizobium etli CIAT 652;6448048;4103;3;3;0;0;0;3;0;0;0;0;0;0;0;0
NZ_ABIZ01000001.1;240016;Verrucomicrobium spinosum DSM 4136 = JCM 18804;8220857;5267;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NC_017513.1;935599;Neisseria meningitidis G2136;2184862;1420;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_CP009227.1;1539298;Treponema sp. OMZ 838;2708067;1736;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_016593.1;1111068;Geobacillus thermoleovorans CCB_US3_UF5;3596620;2270;2;1;0;0;0;0;1;0;0;0;2;0;0;0
NZ_CP007035.1;929713;Niabella soli DSM 19437;4697343;3035;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_010655.1;349741;Akkermansia muciniphila ATCC BAA-835;2664102;1626;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_011663.1;407976;Shewanella baltica OS223;5358884;3322;5;5;0;0;0;5;0;0;0;1;5;0;0;0
NZ_CP009104.1;562;Escherichia coli;4995948;3167;1;0;1;0;0;0;1;0;0;1;0;1;0;0
NC_022442.1;1201010;Staphylococcus aureus subsp. aureus SA957;2789538;1755;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_009455.1;216389;Dehalococcoides mccartyi BAV1;1341892;873;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_020125.1;1271752;Riemerella anatipestifer RA-CH-2;2166321;1398;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_018018.1;880071;Flexibacter litoralis DSM 6794;4919337;3178;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_010287.1;471472;Chlamydia trachomatis 434/Bu;1038842;710;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_017048.1;1105098;Rickettsia prowazekii str. GvV257;1111969;686;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NZ_CP008905.1;1333849;Enterobacter cloacae ECR091;4959888;3171;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP007051.1;694431;Desulfurella acetivorans A63;1819992;1141;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_018528.1;880633;Lactobacillus helveticus R0052;2129206;1390;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_010717.2;360094;Xanthomonas oryzae pv. oryzae PXO99A;5238555;3336;5;5;0;0;0;5;0;0;0;1;5;0;0;0
NC_015259.1;991905;Polymorphum gilvum SL003B-26A1;4718963;3030;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_008571.1;411154;Gramella forsetii KT0803;3798465;2486;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_020300.1;1094489;Bartonella australis Aust/NH1;1596490;1019;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_007705.1;342109;Xanthomonas oryzae pv. oryzae MAFF 311018;4940217;3094;8;8;0;0;0;8;0;0;0;0;8;0;0;0
NC_015684.1;504832;Oligotropha carboxidovorans OM5;3896074;2460;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NZ_CP010433.1;28025;Bifidobacterium animalis;1958651;1247;3;3;0;0;0;3;0;0;0;0;3;0;0;0
NZ_CP008704.1;13373;Burkholderia mallei;5625292;3576;5;4;0;0;0;0;2;1;1;0;5;0;0;0
NC_017911.1;1037911;Pseudomonas fluorescens A506;6019547;3721;7;7;0;0;0;7;0;0;0;1;7;0;0;0
NC_012704.1;645127;Corynebacterium kroppenstedtii DSM 44385;2446804;1638;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP006911.1;1125411;Candidatus Thioglobus singularis PS1;1714148;1085;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_018011.1;679935;Alistipes finegoldii DSM 17242;3734239;2405;2;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_009663.1;387093;Sulfurovum sp. NBC37-1;2562277;1674;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_017308.1;1087454;Corynebacterium pseudotuberculosis 1/06-A;2279118;1438;2;2;0;0;0;2;0;0;0;0;2;0;0;0
NZ_CP007495.1;1172205;Bordetella holmesii 44057;3697138;2507;3;3;0;0;0;3;0;0;0;1;3;0;0;0
NC_007168.1;279808;Staphylococcus haemolyticus JCSC1435;2697861;1851;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NZ_CP010298.1;1280;Staphylococcus aureus;2872779;1840;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_013282.2;693216;Siccibacter turicensis z3032;4599092;3071;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP011574.1;548;Enterobacter aerogenes;5138968;3201;2;2;0;0;0;2;0;0;0;0;2;0;0;0
NC_015474.1;342949;Pyrococcus sp. NA2;1861320;1197;1;1;0;0;0;1;0;0;0;1;1;0;0;0
NC_014934.1;688270;Cellulophaga algicola DSM 14237;4888353;3196;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NZ_CP012359.1;1697053;Pseudomonadaceae bacterium C6819;2272143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP013146.1;1719;Corynebacterium pseudotuberculosis;2337845;1558;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_010079.1;451516;Staphylococcus aureus subsp. aureus USA300_TCH1516;2903081;1956;2;1;0;0;0;1;0;0;0;1;2;0;0;0
NC_020509.1;1248726;Helicobacter pylori OK310;1595436;1023;0;0;0;0;0;0;0;0;0;1;0;0;0;0
NC_015563.1;742013;Delftia sp. Cs1-4;6685842;4261;7;7;0;0;0;4;3;0;0;1;7;0;0;0
NC_021744.1;326425;Lactobacillus helveticus CNRZ32;2225962;1466;4;4;0;0;0;4;0;0;0;1;4;0;0;0
NC_012779.2;634503;Edwardsiella ictaluri 93-146;3812301;2456;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP010541.1;1263758;Mycoplasma pneumoniae 51494;816404;497;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NZ_CP009997.1;28152;Yersinia kristensenii;4496569;2870;8;7;0;0;0;0;7;0;0;0;1;0;0;1
NZ_CP002427.1;767456;Lactobacillus helveticus H9;1871119;1206;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_007335.2;59920;Prochlorococcus marinus str. NATL2A;1842899;1180;1;1;0;0;0;1;0;0;0;0;0;0;0;0
NC_018140.1;91891;Legionella pneumophila subsp. pneumophila;3492535;2164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_HG969191.1;38323;Bartonella henselae;1975503;1213;2;2;0;0;0;2;0;0;0;0;2;0;0;0
NC_014212.1;526227;Meiothermus silvanus DSM 9946;3721669;2300;2;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_009675.1;404589;Anaeromyxobacter sp. Fw109-5;5277990;3488;3;2;0;0;0;2;0;0;0;1;2;0;0;0
NC_015571.1;1030843;Porphyromonas gingivalis TDC60;2339898;1512;0;0;0;0;0;0;0;0;0;1;0;0;0;0
